NIKE INC,MATERIALS DEVELOPER I,"70,000","BEAVERTON, OR",08/21/2014,09/15/2014,CERTIFIED
NIKE IHM INC,MATERIALS RESEARCHER,"94,000","BEAVERTON, OR",05/15/2014,06/06/2014,CERTIFIED
NIKE INC,MATERIALS RESEARCHER II,"80,155","BEAVERTON, OR",08/27/2014,09/30/2014,CERTIFIED
NIKE IHM INC,MATERIALS RESEARCHER II,"107,905","BEAVERTON, OR",03/24/2017,03/30/2017,CERTIFIED
NIKE INC,MATERIALS SCIENCE RESEARCHER II,"97,000","BEAVERTON, OR",03/09/2015,09/05/2015,CERTIFIED
NIKE INC,MENS APPAREL DESIGN DIRECTOR,"153,830","BEAVERTON, OR",07/06/2015,09/30/2015,CERTIFIED
NIKE INC,MGR MERCH YA/BB/JD,"98,500","BEAVERTON, OR",12/22/2017,12/28/2017,CERTIFIED
NIKE INC,MOBILE ENGINEER,"110,005","BEAVERTON, OR",03/01/2017,08/25/2017,CERTIFIED
NIKE USA INC,NBA PROJECT DIRECTOR,"120,000","BEAVERTON, OR",07/07/2016,07/11/2016,CERTIFIED
NIKE USA INC,NORTH AMERICA ANALYTICS SENIOR BSA,"100,000","BEAVERTON, OR",05/01/2017,05/05/2017,CERTIFIED
NIKE USA INC,NORTH AMERICA BASKETBALL BRAND MANAGER,"105,000","BEAVERTON, OR",05/12/2017,05/31/2017,CERTIFIED
NIKE INC,NORTH AMERICA BRAND MARKETING SPECIALIST,"60,000","BEAVERTON, OR",08/25/2014,10/01/2014,CERTIFIED
NIKE USA INC,"NORTH AMERICA CATEGORY MERCHANDISING DIRECTOR, NIK","165,000","BEAVERTON, OR",11/06/2013,11/18/2013,CERTIFIED
NIKE USA INC,NORTH AMERICA SALES AND OPERATIONS DIRECTOR,"169,487","BEAVERTON, OR",06/24/2015,08/01/2015,CERTIFIED
NIKE USA INC,NORTH AMERICA SENIOR INVENTORY PLANNING ANALYST,"95,605","BEAVERTON, OR",04/24/2015,05/11/2015,CERTIFIED
NIKE INC,NSRL RESEARCHER II,"86,000","BEAVERTON, OR",06/10/2016,09/20/2016,CERTIFIED
NIKE INC,NXT ENGINEERED TEXTILE INNOVATOR II,"85,630","BEAVERTON, OR",03/14/2017,03/16/2017,CERTIFIED
NIKE INC,OPEN INNOVATION MANAGER,"110,000","BEAVERTON, OR",03/17/2014,09/13/2014,CERTIFIED
NIKE TN INC,OPERATIONS MANAGER,"87,500","MEMPHIS, TN",02/12/2014,08/12/2014,CERTIFIED
NIKE INC,ORDER MANAGEMENT PROCESS AND INFORMATION LEAD,"86,995","BEAVERTON, OR",03/12/2014,09/11/2014,CERTIFIED
NIKE INC,PATENT EXPERT - NIKE GOLF,"115,000","BEAVERTON, OR",08/08/2014,09/18/2014,CERTIFIED
NIKE INC,PATTERN ENGINEER II,"87,005","BEAVERTON, OR",03/13/2017,09/05/2017,CERTIFIED
NIKE INC,PERFORMANCE ENGINEER,"110,005","BEAVERTON, OR",05/09/2017,05/12/2017,CERTIFIED
NIKE TN INC,PLANNING BUSINESS ANALYST,"76,300","MEMPHIS, TN",09/21/2016,10/03/2016,CERTIFIED
NIKE USA INC,PLANNING MANAGER,"99,245","BEAVERTON, OR",10/21/2014,11/26/2014,CERTIFIED
NIKE INC,PRINCIPAL REFERENCE ARCHITECT,"168,400","BEAVERTON, OR",06/23/2017,11/06/2017,CERTIFIED
NIKE INC,PRODUCT DESIGNER - APPAREL DESIGN II,"100,000","BEAVERTON, OR",04/22/2015,06/15/2015,CERTIFIED
NIKE INC,"PRODUCT LEAD, GLOBAL FOOTBALL","89,740","BEAVERTON, OR",03/24/2015,09/22/2015,CERTIFIED
NIKE INC,PRODUCT MANAGER,"116,292","BEAVERTON, OR",03/03/2017,03/15/2017,CERTIFIED
NIKE INC,"PRODUCT MANAGER, PRODUCT INFORMATION","117,000","BEAVERTON, OR",11/06/2017,11/20/2017,CERTIFIED
NIKEINC,PROFESSIONAL EXPERT: SOFTWARE ENGINEER,"145,000","BEAVERTON, OR",12/08/2017,12/10/2017,CERTIFIED
NIKE INC,PROFESSIONAL LEAD SOFTWARE QUALITY ASSURANCE,"112,937","BEAVERTON, OR",06/15/2016,09/30/2016,CERTIFIED
NIKE INC,PROFESSIONAL LEAD SOFTWARE QUALITY ASSURANCE ENGINEER,"107,275","BEAVERTON, OR",03/27/2017,03/27/2017,CERTIFIED
NIKE INC,"PROFESSIONAL LEAD, SOFTWARE QUALITY ASSURANCE","113,035","BEAVERTON, OR",01/04/2016,05/29/2016,CERTIFIED
NIKE INC,PROGRAM MANAGER,"72,530","BEAVERTON, OR",06/20/2014,09/14/2014,CERTIFIED
NIKE INC,PROGRAM MANAGER - CONSUMER DIGITAL TECHNOLOGY,"124,485","BEAVERTON, OR",09/16/2016,09/23/2016,CERTIFIED
NIKE TN INC,PROJECT MANAGER,"87,125","MEMPHIS, TN",02/13/2014,08/12/2014,CERTIFIED
NIKE INC,QA ENGINEER,"85,000","BEAVERTON, OR",03/12/2015,09/10/2015,CERTIFIED
NIKE INC,QUALITY ASSURANCE SAP MANAGER,"137,155","BEAVERTON, OR",08/14/2015,08/24/2015,CERTIFIED
NIKE INC,RETAIL SERVICE MANAGER,"121,000","BEAVERTON, OR",09/21/2017,10/30/2017,CERTIFIED
NIKE INC,SAP BUSINESS SYSTEMS ANALYST,"68,000","BEAVERTON, OR",02/27/2014,08/16/2014,CERTIFIED
NIKE INC,SCRUM MASTER MANAGER,"120,000","BEAVERTON, OR",06/15/2016,06/27/2016,CERTIFIED
NIKE INC,SENIOR (BI) BUSINESS SYSTEMS ANALYST,"100,339","BEAVERTON, OR",09/18/2015,10/05/2015,CERTIFIED
NIKE INC,SENIOR .NET-SQL DEVELOPER,"105,000","BEAVERTON, OR",05/19/2016,06/01/2016,CERTIFIED
NIKE COMMUNICATIONS INC,SENIOR ACCOUNT EXECUTIVE,"55,000","NEW YORK, NY",08/30/2016,09/12/2016,CERTIFIED
NIKE INC,SENIOR ALGORITHM AND DATA ENGINEER,"140,000","BEAVERTON, OR",08/28/2015,09/14/2015,CERTIFIED
NIKE INC,SENIOR ANALYST,"91,000","BEAVERTON, OR",05/15/2014,05/20/2014,CERTIFIED
NIKE INC,SENIOR ANALYTICS LEAD,"99,000","BEAVERTON, OR",12/03/2013,12/23/2013,CERTIFIED
NIKE INC,SENIOR APPAREL DESIGNER,"125,245","BEAVERTON, OR",03/24/2017,09/20/2017,CERTIFIED
NIKE INC,SENIOR APPAREL INNOVATION TECHNICAL DESIGNER,"104,095","BEAVERTON, OR",06/30/2014,09/02/2014,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"95,000","HILLSBORO, OR",03/03/2015,03/16/2015,DENIED
NIKE INC,SENIOR APPLICATION ENGINEER,"95,000","HILLSBORO, OR",03/12/2015,03/23/2015,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"95,200","BEAVERTON, OR",02/25/2014,08/26/2014,CERTIFIED
NIKE USA INC,SENIOR APPLICATION ENGINEER,"95,325","BEAVERTON, OR",04/23/2014,04/28/2014,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"96,450","BEAVERTON, OR",04/20/2015,09/20/2015,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"98,480","BEAVERTON, OR",09/24/2013,01/31/2014,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"99,456","BEAVERTON, OR",02/27/2014,08/28/2014,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"101,920","BEAVERTON, OR",06/09/2017,11/06/2017,CERTIFIED
NIKE USA INC,SENIOR APPLICATION ENGINEER,"102,115","BEAVERTON, OR",10/29/2015,02/06/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"106,000","BEAVERTON, OR",03/24/2016,04/11/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"106,000","BEAVERTON, OR",05/12/2016,05/23/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"106,000","BEAVERTON, OR",02/06/2015,03/01/2015,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"106,000","BEAVERTON, OR",08/12/2015,08/31/2015,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"107,120","BEAVERTON, OR",05/01/2017,05/01/2017,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"107,500","BEAVERTON, OR",03/09/2016,09/03/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"108,000","BEAVERTON, OR",10/29/2015,11/16/2015,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"112,630","BEAVERTON, OR",10/27/2016,01/30/2017,DENIED
NIKE INC,SENIOR APPLICATION ENGINEER,"120,000","BEAVERTON, OR",10/16/2017,11/06/2017,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER,"120,000","BEAVERTON, OR",08/08/2016,08/30/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER - JAVA,"118,005","BEAVERTON, OR",02/17/2017,08/06/2017,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER - JAVA,"121,565","BEAVERTON, OR",06/30/2016,11/12/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER - JAVA / .NET,"104,475","BEAVERTON, OR",11/02/2015,03/12/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION ENGINEER-SAP,"106,575","BEAVERTON, OR",10/18/2016,10/31/2016,CERTIFIED
NIKE INC,SENIOR APPLICATION SECURITY ARCHITECT,"120,000","BEAVERTON, OR",06/09/2014,06/23/2014,CERTIFIED
NIKE INC,SENIOR APPLICATION SECURITY ARCHITECT,"120,000","HILLSBORO, OR",06/30/2014,06/30/2014,CERTIFIED
NIKE INC,SENIOR APPLICATIONS ENGINEER,"118,726","BEAVERTON, OR",12/07/2016,02/28/2017,CERTIFIED
NIKE INC,SENIOR APPLICATIONS ENGINEER,"120,000","BEAVERTON, OR",09/28/2016,10/05/2016,CERTIFIED
NIKE INC,SENIOR APPLICATIONS ENGINEER - MOBILE,"103,565","BEAVERTON, OR",08/12/2015,01/08/2016,DENIED
NIKE INC,SENIOR APPLICATIONS ENGINEER - MOBILE,"103,565","BEAVERTON, OR",08/24/2015,01/08/2016,CERTIFIED
NIKE INC,"SENIOR APPLICATIONS ENGINEER, CORPORATE SOLUTIONS, DTC","91,083","BEAVERTON, OR",10/03/2014,10/17/2014,CERTIFIED
NIKE INC,SENIOR ARCHITECT (SENIOR APPLICATION ENGINEER),"101,311","BEAVERTON, OR",05/22/2014,07/14/2014,CERTIFIED
NIKE INC,"SENIOR BIG DATA ENGINEER, NIKE DIGITAL ENGINEERING","117,000","BEAVERTON, OR",11/13/2017,12/18/2017,CERTIFIED
NIKE INC,SENIOR BIOMECHANICS RESEARCHER - NSRL,"144,120","BEAVERTON, OR",11/24/2014,05/26/2015,CERTIFIED
NIKE INC,SENIOR BRAND DESIGNER,"100,000","BEAVERTON, OR",03/09/2016,09/07/2016,CERTIFIED
NIKE USA INC,SENIOR BUSINESS ANALYTICS MANAGER,"124,035","BEAVERTON, OR",03/01/2017,03/10/2017,CERTIFIED
NIKE INC,SENIOR BUSINESS INTELLIGENCE DEVELOPER,"105,000","BEAVERTON, OR",09/28/2016,09/28/2016,CERTIFIED
NIKE INC,SENIOR BUSINESS SYSTEM ANALYST,"101,000","BEAVERTON, OR",06/08/2016,06/27/2016,DENIED
NIKE INC,SENIOR BUSINESS SYSTEM ANALYST,"101,000","BEAVERTON, OR",06/10/2016,06/27/2016,CERTIFIED
NIKE INC,SENIOR BUSINESS SYSTEMS ANALYST,"90,000","BEAVERTON, OR",03/18/2014,05/15/2014,CERTIFIED
NIKE INC,SENIOR BUSINESS SYSTEMS ANALYST,"100,443","BEAVERTON, OR",10/24/2013,11/11/2013,CERTIFIED
NIKE INC,SENIOR BUSINESS SYSTEMS ANALYST,"105,000","HILLSBORO, OR",12/15/2015,01/04/2016,CERTIFIED
NIKE INC,SENIOR BUSINESS SYSTEMS ANALYST - TRADE FINANCE,"89,000","BEAVERTON, OR",10/14/2014,11/01/2014,DENIED
NIKE INC,SENIOR BUSINESS SYSTEMS ANALYST - TRADE FINANCE,"89,000","BEAVERTON, OR",10/21/2014,11/01/2014,CERTIFIED
NIKE INC,"SENIOR BUSINESS SYSTEMS ANALYST, SAP RETAIL","105,060","BEAVERTON, OR",05/14/2015,07/10/2015,CERTIFIED
NIKE INC,"SENIOR CD, NIKE GLOBAL BRAND DESIGN","210,000","BEAVERTON, OR",09/11/2017,09/21/2017,CERTIFIED
NIKE INC,SENIOR COMPUTER PROGRAMMER (KNIT FOOTWEAR),"151,000","BEAVERTON, OR",12/08/2014,02/06/2015,CERTIFIED
NIKE INC,SENIOR CONCEPT DESIGNER,"130,000","BEAVERTON, OR",01/27/2016,02/29/2016,CERTIFIED
NIKE INC,SENIOR COSTING ENGINEER,"84,885","BEAVERTON, OR",02/21/2017,08/15/2017,CERTIFIED
NIKE INC,SENIOR DATA ENGINEER,"103,000","BEAVERTON, OR",10/23/2017,11/20/2017,CERTIFIED
NIKE INC,SENIOR DATA ENGINEER,"125,000","BEAVERTON, OR",11/22/2017,01/08/2018,CERTIFIED
NIKE INC,SENIOR DATA ENGINEER - APPLICATION AND DEVELOPMENT,"96,185","BEAVERTON, OR",01/16/2015,02/28/2015,CERTIFIED
NIKE INC,SENIOR DATA ENGINEER - APPLICATION AND DEVELOPMENT,"104,555","BEAVERTON, OR",01/27/2016,05/29/2016,CERTIFIED
NIKE INC,"SENIOR DATA ENGINEER, CONSUMER DIGITAL TECHNOLOGY","105,706","BEAVERTON, OR",02/19/2016,08/06/2016,CERTIFIED
NIKE INC,SENIOR DATA INTEGRATION ENGINEER PL/SQL,"96,000","BEAVERTON, OR",11/17/2014,12/01/2014,CERTIFIED
NIKE INC,SENIOR DATA SCIENTIST,"112,000","BEAVERTON, OR",09/03/2015,09/21/2015,CERTIFIED
NIKE INC,SENIOR DATA SERVICES APPLICATION ENGINEER,"105,706","BEAVERTON, OR",05/27/2016,06/13/2016,CERTIFIED
NIKE INC,SENIOR DATABASE ADMINISTRATOR - CONSUMER DIGITAL TECHNOLOGY,"103,695","BEAVERTON, OR",01/30/2015,06/12/2015,CERTIFIED
NIKE USA INC,SENIOR DELIVERY PRECISION ANALYST,"90,522","BEAVERTON, OR",03/05/2014,09/03/2014,CERTIFIED
NIKE USA INC,SENIOR DEMAND PLANNER,"83,160","BEAVERTON, OR",03/11/2016,09/06/2016,CERTIFIED
NIKE INC,"SENIOR DIRECT-TO-CONSUMER RETAIL REPORT DEVELOPER, GLOBAL","106,175","BEAVERTON, OR",11/30/2015,02/26/2016,CERTIFIED
NIKE INC,SENIOR DIRECTOR,"200,850","BEAVERTON, OR",10/11/2016,10/17/2016,CERTIFIED
NIKE INC,SENIOR DIRECTOR OF ADVANCED PRODUCT INNOVATION,"210,665","BEAVERTON, OR",01/11/2016,03/05/2016,CERTIFIED
NIKE INC,"SENIOR DIRECTOR, SPORT DEVELOPMENT","215,260","BEAVERTON, OR",10/10/2014,01/03/2015,CERTIFIED
NIKE INC,SENIOR EDI ANALYST,"100,500","BEAVERTON, OR",02/01/2016,02/29/2016,CERTIFIED
NIKE INC,SENIOR ENGINEERING MANAGER,"175,000","BEAVERTON, OR",09/26/2017,10/06/2017,CERTIFIED
NIKE INC,"SENIOR FINANCIAL ANALYST, DIGITAL SPORT","80,122","BEAVERTON, OR",09/22/2014,10/06/2014,CERTIFIED
NIKE INC,SENIOR FINANCIAL REPORTING ANALYST,"82,000","BEAVERTON, OR",11/19/2015,12/01/2015,CERTIFIED
NIKE INC,SENIOR FOOTWEAR DESIGNER,"126,980","BEAVERTON, OR",06/30/2014,10/02/2014,CERTIFIED
NIKE INC,SENIOR GLOBALIZATION MANAGER,"90,000","BEAVERTON, OR",03/14/2016,04/01/2016,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"118,000","BEAVERTON, OR",03/23/2017,05/15/2017,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"118,000","BEAVERTON, OR",03/24/2017,05/15/2017,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"118,000","BEAVERTON, OR",11/05/2015,11/16/2015,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"118,000","BEAVERTON, OR",08/12/2016,09/19/2016,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"120,000","BEAVERTON, OR",03/08/2016,03/09/2016,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"120,000","BEAVERTON, OR",07/27/2016,08/22/2016,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER,"125,000","BEAVERTON, OR",03/03/2016,04/01/2016,CERTIFIED
NIKE INC,SENIOR HADOOP ENGINEER - NIKE DIGITAL ENGINEERING,"120,000","BEAVERTON, OR",07/27/2017,12/18/2017,CERTIFIED
NIKE INC,"SENIOR INFORMATION ANALYST, GLOBAL FOOTWEAR PLANNING","85,000","BEAVERTON, OR",02/22/2017,08/13/2017,CERTIFIED
NIKE INC,SENIOR INTEGRATION APPLICATION ENGINEER,"110,000","HILLSBORO, OR",04/12/2016,05/02/2016,CERTIFIED
NIKE INC,SENIOR INTEGRATION ENGINEER,"93,000","BEAVERTON, OR",04/22/2016,05/16/2016,CERTIFIED
NIKE INC,SENIOR INTEGRATION ENGINEER,"98,000","HILLSBORO, OR",07/18/2016,08/01/2016,DENIED
NIKE INC,SENIOR INTEGRATION ENGINEER,"98,000","HILLSBORO, OR",07/22/2016,08/01/2016,CERTIFIED
NIKE INC,SENIOR IOS ENGINEER,"105,800","BEAVERTON, OR",09/04/2014,10/06/2014,CERTIFIED
NIKE INC,"SENIOR IOS ENGINEER-COMMERCE, CONSUMER DIGITAL TECHNOLOGY","115,000","BEAVERTON, OR",09/18/2015,10/05/2015,CERTIFIED
NIKE INC,SENIOR IT ARCHITECT,"100,775","BEAVERTON, OR",02/20/2014,06/13/2014,CERTIFIED
NIKE INC,SENIOR JAVA APPLICATION ENGINEER,"98,000","BEAVERTON, OR",10/22/2013,11/11/2013,CERTIFIED
NIKE INC,SENIOR JAVA APPLICATION ENGINEER,"105,373","BEAVERTON, OR",05/28/2014,09/20/2014,CERTIFIED
NIKE INC,SENIOR JAVA APPLICATION ENGINEER,"115,000","BEAVERTON, OR",03/14/2017,04/24/2017,CERTIFIED
NIKE INC,SENIOR JAVA APPLICATION ENGINEER,"119,245","BEAVERTON, OR",11/22/2017,12/04/2017,CERTIFIED
NIKE INC,"SENIOR JAVA ENGINEER, NIKE DIGITAL","120,000","BEAVERTON, OR",04/21/2017,04/24/2017,CERTIFIED
NIKE INC,SENIOR JAVA SOFTWARE DEVELOPER,"125,000","BEAVERTON, OR",03/10/2017,04/17/2017,CERTIFIED
NIKE INC,SENIOR JAVA SOFTWARE ENGINEER,"125,000","BEAVERTON, OR",03/17/2015,03/30/2015,CERTIFIED
NIKE INC,SENIOR JAVA SOFTWARE ENGINEER,"139,500","BEAVERTON, OR",11/22/2017,01/10/2018,CERTIFIED
NIKE INC,SENIOR KNIT PROGRAMMER,"160,000","BEAVERTON, OR",10/27/2015,11/30/2015,CERTIFIED
NIKE INC,SENIOR KNIT PROGRAMMER,"164,010","BEAVERTON, OR",07/26/2017,07/31/2017,CERTIFIED
NIKE INC,SENIOR LINUX ADMINISTRATOR,"109,550","BEAVERTON, OR",07/31/2017,08/14/2017,CERTIFIED
NIKE INC,"SENIOR LINUX ADMINISTRATOR, CONSUMER DIGITAL TECHNOLOGY","100,000","BEAVERTON, OR",11/20/2014,12/08/2014,CERTIFIED
NIKE INC,"SENIOR MANAGER CONTENT MANAGEMENT SYSTEMS, CDT","166,000","BEAVERTON, OR",03/09/2016,03/21/2016,CERTIFIED
NIKE INC,"SENIOR MANAGER CONTENT MANAGEMENT SYSTEMS, CDT","186,000","BEAVERTON, OR",09/27/2017,10/09/2017,CERTIFIED
NIKE INC,"SENIOR MANAGER, CONSUMER DATA ENABLEMENT AND INTELLIGENCE","125,810","BEAVERTON, OR",03/29/2016,06/27/2016,CERTIFIED
NIKE INC,SENIOR MATERIALS DESIGNER,"89,330","BEAVERTON, OR",08/18/2017,12/22/2017,CERTIFIED
NIKE INC,SENIOR NIKEU PROGRAMMER,"92,260","BEAVERTON, OR",04/10/2017,04/24/2017,CERTIFIED
NIKE INC,SENIOR PLATFORM ENGINEER - FUSION,"102,000","HILLSBORO, OR",12/22/2015,01/18/2016,CERTIFIED
NIKE INC,SENIOR PRINCIPAL - INNOVATIVE AUDIT/DATA ANALYTICS,"100,000","BEAVERTON, OR",08/25/2014,10/01/2014,CERTIFIED
NIKE INC,SENIOR PRODUCT MANAGER,"143,000","BEAVERTON, OR",07/27/2016,08/04/2016,CERTIFIED
NIKE INC,SENIOR QE SOFTWARE ENGINEER,"105,000","BEAVERTON, OR",04/22/2015,05/05/2015,CERTIFIED
NIKE INC,SENIOR QUALITY ASSURANCE ENGINEER,"103,430","HILLSBORO, OR",08/25/2015,09/07/2015,CERTIFIED
NIKE INC,SENIOR RETAIL NETWORK ENGINEER - CONSUMER DIGITAL TECHNOLOGY,"103,000","BEAVERTON, OR",03/22/2016,04/11/2016,CERTIFIED
NIKE INC,SENIOR SAP BUSINESS SYSTEMS ANALYST,"87,381","BEAVERTON, OR",11/07/2013,03/14/2014,CERTIFIED
NIKE INC,SENIOR SAP BUSINESS SYSTEMS ANALYST,"97,195","BEAVERTON, OR",09/22/2016,03/14/2017,CERTIFIED
NIKE INC,SENIOR SAP DEVELOPER,"96,000","BEAVERTON, OR",01/07/2016,01/25/2016,CERTIFIED
NIKE INC,SENIOR SAP SYSTEMS BUSINESS ANALYST,"100,500","BEAVERTON, OR",08/28/2015,09/25/2015,CERTIFIED
NIKE INC,SENIOR SITE RELIABILITY ENGINEER,"100,000","BEAVERTON, OR",08/02/2017,08/15/2017,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"106,000","BEAVERTON, OR",01/07/2015,01/15/2015,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"106,000","BEAVERTON, OR",08/12/2014,08/25/2014,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"110,000","BEAVERTON, OR",11/18/2015,12/07/2015,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"111,000","BEAVERTON, OR",03/22/2017,04/03/2017,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"112,630","BEAVERTON, OR",11/04/2016,11/14/2016,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"112,760","BEAVERTON, OR",09/22/2016,09/09/2016,WITHDRAWN
NIKE INC,SENIOR SOFTWARE ENGINEER,"112,760","BEAVERTON, OR",09/26/2016,10/04/2016,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"117,250","BEAVERTON, OR",08/31/2017,09/11/2017,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"118,000","BEAVERTON, OR",12/21/2015,01/18/2016,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"120,000","BEAVERTON, OR",04/27/2017,05/13/2017,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"120,000","BEAVERTON, OR",06/15/2017,06/27/2017,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"120,000","BEAVERTON, OR",07/27/2016,08/08/2016,CERTIFIED
NIKE INC,SENIOR SOFTWARE ENGINEER,"130,000","BEAVERTON, OR",08/19/2016,10/10/2016,CERTIFIED
NIKE INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"104,000","BEAVERTON, OR",06/05/2015,06/15/2015,CERTIFIED
NIKE INC,SENIOR SOFTWARE QUALITY ASSURANCE ENGINEER,"110,000","BEAVERTON, OR",10/05/2015,10/26/2015,CERTIFIED
NIKE INC,SENIOR SOP BUSINESS ANALYST,"85,000","BEAVERTON, OR",03/27/2012,09/25/2012,WITHDRAWN
NIKE INC,SENIOR SUPPLY CHAIN INFORMATION ANALYST,"91,374","BEAVERTON, OR",11/12/2014,11/24/2014,CERTIFIED
NIKE INC,SENIOR TECHNICAL ENGINEER,"91,590","BEAVERTON, OR",01/29/2014,07/30/2014,CERTIFIED
NIKE INC,SENIOR TECHNICAL ENGINEER,"93,880","BEAVERTON, OR",03/10/2015,09/08/2015,CERTIFIED
NIKE INC,SENIOR TECHNICAL LEAD,"108,305","BEAVERTON, OR",01/09/2017,01/16/2017,CERTIFIED
NIKE INC,SENIOR TECHNOLOGY PROJECT MANAGER,"120,000","BEAVERTON, OR",04/22/2015,05/11/2015,CERTIFIED
NIKE INC,SENIOR TERADATA DATABASE ADMINISTRATOR,"103,596","BEAVERTON, OR",12/11/2015,01/04/2016,CERTIFIED
NIKE INC,SENIOR VIRTUALIZATION ENGINEER- TECHNOLOGY,"120,000","BEAVERTON, OR",12/08/2017,01/22/2018,CERTIFIED
NIKE INC,SITE RELIABILITY ENGINEER,"71,802","BEAVERTON, OR",05/22/2017,11/06/2017,CERTIFIED
NIKE INC,SITE RELIABILITY ENGINEER,"72,200","BEAVERTON, OR",05/01/2017,05/12/2017,CERTIFIED
NIKE INC,SITE RELIABILITY ENGINEER - CONSUMER DIGITAL TECHNOLOGY,"108,000","BEAVERTON, OR",11/02/2015,11/16/2015,CERTIFIED
NIKE INC,"SITE RELIABILITY ENGINEER, CONSUMER DIGITAL TECHNOLOGY","110,000","BEAVERTON, OR",11/02/2015,12/01/2015,CERTIFIED
NIKE INC,SM&S ENVIRONMENTAL MANAGEMENT & INNOVATION PROJECT MANAGER,"99,565","BEAVERTON, OR",10/19/2015,11/02/2015,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"80,000","BEAVERTON, OR",03/07/2016,09/06/2016,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"85,005","BEAVERTON, OR",02/17/2017,08/14/2017,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"99,820","BEAVERTON, OR",10/06/2016,10/14/2016,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"100,800","BEAVERTON, OR",08/23/2016,08/28/2016,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"103,825","BEAVERTON, OR",11/22/2017,11/27/2017,CERTIFIED
NIKE INC,SOFTWARE ENGINEER,"105,680","BEAVERTON, OR",11/10/2017,11/20/2017,CERTIFIED
NIKE INC,SOFTWARE ENGINEERING LEAD,"132,810","BEAVERTON, OR",07/31/2017,08/07/2017,CERTIFIED
NIKE INC,SOFTWARE ENGINEERING MANAGER,"142,000","BEAVERTON, OR",08/15/2017,09/18/2017,CERTIFIED
NIKE INC,SOFTWARE QA ENGINEER -- SENIOR,"96,000","BEAVERTON, OR",10/21/2013,10/25/2013,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE ENGINEER,"77,500","BEAVERTON, OR",10/21/2013,11/01/2013,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE ENGINEER,"105,000","BEAVERTON, OR",04/28/2015,05/15/2015,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE ENGINEER,"110,000","BEAVERTON, OR",11/10/2014,11/24/2014,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE ENGINEER - LEAD,"100,915","HILLSBORO, OR",06/06/2016,09/06/2016,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE LEAD,"110,000","BEAVERTON, OR",06/30/2014,08/18/2014,CERTIFIED
NIKE INC,SOFTWARE QUALITY ASSURANCE LEAD,"117,390","BEAVERTON, OR",10/27/2016,11/07/2016,CERTIFIED
